AccX1;AccY1;AccZ1;GyrX1;GyrY1;GyrZ1;AccX2;AccY2;AccZ2;GyrX2;GyrY2;GyrZ2;AccX3;AccY3;AccZ3;GyrX3;GyrY3;GyrZ3;AccX4;AccY4;AccZ4;GyrX4;GyrY4;GyrZ4;AccX5;AccY5;AccZ5;GyrX5;GyrY5;GyrZ5;AccX6;AccY6;AccZ6;GyrX6;GyrY6;GyrZ6;AccX7;AccY7;AccZ7;GyrX7;GyrY7;GyrZ7;AccX8;AccY8;AccZ8;GyrX8;GyrY8;GyrZ8;AccX9;AccY9;AccZ9;GyrX9;GyrY9;GyrZ9;AccX10;AccY10;AccZ10;GyrX10;GyrY10;GyrZ10;AccX11;AccY11;AccZ11;GyrX11;GyrY11;GyrZ11;AccX12;AccY12;AccZ12;GyrX12;GyrY12;GyrZ12;AccX13;AccY13;AccZ13;GyrX13;GyrY13;GyrZ13;AccX14;AccY14;AccZ14;GyrX14;GyrY14;GyrZ14;AccX15;AccY15;AccZ15;GyrX15;GyrY15;GyrZ15;AccX16;AccY16;AccZ16;GyrX16;GyrY16;GyrZ16;AccX17;AccY17;AccZ17;GyrX17;GyrY17;GyrZ17;AccX18;AccY18;AccZ18;GyrX18;GyrY18;GyrZ18;AccX19;AccY19;AccZ19;GyrX19;GyrY19;GyrZ19;AccX20;AccY20;AccZ20;GyrX20;GyrY20;GyrZ20;Label
-18;43;-4;18;-49;-69;6;-8;19;65;81;-19;2;31;-7;-84;-220;-1;-22;-5;-3;-49;-61;66;-25;46;-11;100;73;194;-12;16;13;273;199;136;-12;-7;3;-315;-30;768;4;9;6;554;22;44;1;-24;-2;-378;-36;472;-12;23;-3;437;87;-110;11;-38;2;-150;-7;343;3;1;7;196;-5;-175;7;-10;-1;-188;-60;188;-8;4;-8;185;29;-154;8;-7;3;-196;-32;98;-7;13;-5;138;47;-97;3;-3;4;-30;-5;65;3;-1;3;45;-27;-84;-5;2;-4;-95;-7;128;-1;-1;-4;110;34;-77;left
40;310;16;740;204;848;49;-34;-19;293;-25;2623;77;-252;-37;978;-689;1500;-32;-311;-9;-859;-373;-1735;-28;11;-22;-483;1018;-1565;-4;51;40;-867;31;-1341;-42;97;-3;47;181;-747;8;11;37;-55;-53;-652;-9;37;3;-597;-380;161;-25;11;-15;439;44;-254;18;3;5;-64;-37;-112;-10;3;-4;-74;14;-289;3;24;5;-83;76;-274;-9;33;1;-194;-114;187;-30;9;-9;231;90;75;15;48;10;140;274;-125;12;-40;18;-108;-382;628;-37;41;-23;42;60;658;16;-42;15;421;41;-41;-10;21;-5;-341;-26;303;left
40;153;-2;-578;-2;-1103;-23;55;-9;290;-66;830;-24;-50;-11;547;120;499;11;-79;20;82;26;317;11;8;1;-385;6;346;29;7;5;435;41;312;4;-33;1;-77;-57;315;-3;-30;-4;172;-17;86;5;-39;2;-100;-51;41;-2;-27;-6;160;-59;-127;-14;-87;0;-408;-18;-512;-18;33;-9;-54;68;-404;6;11;7;-43;36;-440;5;42;6;-103;14;-231;-8;30;-1;-15;-57;-135;-10;18;-2;39;34;36;0;4;3;-18;-14;43;5;4;3;26;3;51;-5;-1;-5;18;-25;65;4;-7;1;29;47;9;right
-6;2;1;-22;-7;26;1;-4;-1;43;-7;11;7;-2;3;-23;4;-7;-3;3;-3;20;3;11;-1;-6;2;-26;27;-19;9;2;6;32;-56;25;-11;-7;-10;-43;-5;-33;5;7;-2;5;34;12;-1;1;3;2;10;14;-8;-6;1;-36;-11;-33;-2;157;-9;-156;-99;-814;-12;-43;-3;225;-45;399;-10;0;2;-57;111;454;7;-21;3;101;47;285;4;-12;3;3;59;303;9;-13;4;58;34;206;8;-23;4;63;-4;198;-2;-17;-4;-19;3;69;16;-14;6;-101;-5;24;4;-23;3;151;-31;-139;right
-6;22;-7;-89;8;151;0;-61;0;-43;-99;-396;-5;5;-2;141;81;-164;1;30;-1;-267;-34;-151;5;-9;4;131;0;-185;-15;8;-1;-58;-21;-62;-1;-2;1;-86;-6;-113;11;12;5;66;0;-84;-9;18;-7;-29;-18;2;-4;-2;-3;-15;13;-3;1;3;2;25;4;25;1;1;-1;-13;9;20;6;-9;4;-12;-21;-3;-6;6;-3;65;22;4;7;-1;4;-40;-20;-13;-7;-6;-4;-11;3;22;2;4;-2;30;9;-29;5;3;3;-25;2;31;-6;-6;1;-9;4;-23;5;1;2;17;-23;21;right
-7;-156;-16;-27;88;-662;59;14;24;-101;-2;-818;12;63;-7;-371;-176;-395;-21;83;-13;-124;47;-29;14;100;24;245;14;326;-33;28;-15;-37;-60;472;-29;7;-11;118;-129;456;-19;1;-13;298;135;464;2;-10;7;44;117;478;5;-27;8;194;52;285;15;-27;11;-138;-8;398;-7;-8;-7;28;55;211;13;-34;0;49;9;238;19;-15;6;58;-7;83;-2;-62;0;-207;-72;-228;0;-22;-3;260;107;-194;-2;27;2;-283;-74;-289;10;-34;7;86;-17;-420;-13;41;-4;40;-22;-145;-9;7;-4;-164;-22;-172;right
1;15;2;94;-17;-99;-7;9;0;-88;-32;-26;-4;12;-2;-15;30;-7;4;-3;1;37;-13;17;2;3;5;-7;-10;27;-4;-6;-6;11;-10;-26;2;6;-1;-1;18;25;0;-4;1;-5;12;1;-1;0;2;-3;4;1;2;2;1;17;-18;10;7;-170;-28;85;-68;-358;7;-35;-11;-300;223;-540;79;20;28;-26;152;-1609;40;126;32;-1027;-141;-350;-4;205;-10;125;-289;522;-82;56;-34;653;-73;776;-39;12;-14;248;38;980;-25;-30;0;59;56;579;3;-27;6;419;168;624;18;-75;20;51;85;278;right
19;-4;6;-137;-14;196;8;-50;4;375;42;141;3;46;-6;-332;-62;265;11;-77;5;430;-22;-137;-18;-16;-7;-172;7;190;7;-54;3;-183;-135;-378;-4;-40;1;35;51;-417;-14;51;-4;-227;14;-315;8;-6;9;-177;-60;-418;-17;60;-7;63;40;-68;-2;5;3;-47;-33;-34;-1;13;0;72;49;28;2;-13;2;27;-38;20;-3;4;0;-43;21;-12;5;6;2;40;-8;13;-6;-9;-3;-22;-13;-9;0;9;-3;12;22;31;4;-14;3;6;2;-22;3;9;3;19;-6;16;-3;-2;-2;-75;-15;-16;right
28;-167;-2;41;-85;-451;6;-29;-3;-21;-19;-823;46;5;1;-197;101;-1165;19;97;-10;-1027;20;-509;8;307;-6;-330;-29;797;-78;123;-11;1278;-168;1083;-62;-125;-8;312;59;1061;-6;-47;6;47;195;557;37;-36;19;293;84;317;20;-16;7;-19;87;556;6;-90;6;119;-90;53;-2;-13;-4;-113;103;180;7;-39;8;-6;-157;-346;2;7;-5;-82;48;8;-13;-32;5;97;-114;-329;-8;24;-7;-348;14;-231;12;-32;4;292;15;-273;-19;59;-7;-388;-103;-120;5;-22;3;265;105;-96;-12;6;2;-140;-12;-78;right
3;-5;2;-70;-5;-142;6;13;3;40;-21;-90;-7;22;-1;-37;-33;-6;0;-1;-4;15;2;20;1;4;-2;41;25;24;-1;-7;3;-29;-7;10;-3;-2;-2;26;19;15;-6;3;-2;-55;36;-31;8;3;5;14;-37;31;-7;-4;-1;-32;-27;-1;30;-153;1;606;-45;10;4;-102;-24;-837;55;-1283;74;141;24;-418;124;-973;12;132;15;-157;-108;-111;-47;101;-19;219;-169;528;-42;3;-17;461;34;371;-16;51;1;-406;53;522;-9;61;-6;576;2;839;-22;-47;-9;210;174;888;24;-91;21;323;64;306;right
33;-34;15;-359;-43;409;15;-15;-5;267;-19;44;4;-84;4;111;-23;67;-16;-3;0;-171;-6;-107;-1;-80;0;-86;-150;-659;-13;24;-5;24;150;-138;-7;35;-2;-359;-151;-385;5;1;2;139;72;-300;-19;39;-2;-147;-31;-72;1;6;4;-24;47;-43;1;20;3;25;-18;19;1;0;2;68;-6;36;-3;-8;-2;2;-2;30;1;2;-3;-31;-16;5;0;-2;-1;-1;41;-14;5;10;7;47;-8;38;-4;-14;-3;-46;-25;3;1;4;-3;51;24;-10;0;-8;-1;-60;-26;-4;-4;5;0;18;44;-17;right
27;-168;-3;164;-81;-504;22;-48;-2;-446;83;-1072;36;151;7;-448;-86;-637;1;106;6;34;-83;49;-47;75;-15;231;43;528;-34;23;-11;-99;-77;316;-19;84;-1;300;66;878;-11;-27;-7;322;77;702;13;-74;10;369;180;598;12;-67;11;-257;-34;199;13;-43;4;106;28;16;7;23;0;254;127;264;11;-72;9;-410;-195;-394;-5;37;-4;346;80;105;1;-14;3;-223;-68;57;4;-50;1;-52;-108;-390;-7;19;-5;106;7;-136;0;29;-1;-207;-42;-46;-21;-33;-9;2;31;-222;-2;24;2;46;57;-86;right
7;-22;8;-232;-36;-178;-5;36;-2;127;38;-97;14;5;10;-78;-60;-3;-20;12;-10;28;0;22;11;2;-1;32;12;32;-4;-6;1;-21;10;28;-2;-8;-1;34;14;-17;14;3;9;-13;-10;0;-10;4;-5;-9;8;-19;-2;-3;-1;-17;-18;-5;10;-168;-7;152;-70;-573;51;-31;3;-514;44;-933;35;100;5;-241;-78;-743;-1;103;-1;-188;-75;-180;-37;105;-15;-47;-33;453;-43;75;-17;320;211;493;-22;54;4;251;-96;947;-30;-10;-10;335;127;761;18;-61;14;173;144;713;14;-74;16;180;61;299;right
24;-40;5;-72;37;278;16;-58;4;73;-92;-199;-4;-15;4;-11;12;37;-1;39;-5;-112;-35;-98;19;-83;8;266;-83;-326;-28;35;-6;-309;-41;108;4;-24;-1;-178;-134;-407;-15;9;-8;200;108;-185;2;12;0;-261;-35;-118;-8;-19;1;92;53;-252;-3;33;4;-144;3;-96;9;17;6;46;-19;-33;-12;10;-5;-54;-43;10;5;-4;-2;122;51;30;-2;-2;2;-89;-9;24;-1;1;-3;61;29;1;2;-6;5;-85;-23;-5;-1;10;-2;61;-6;28;1;-11;0;-19;2;-8;-2;5;-2;-3;6;0;right
20;-164;3;433;-170;-284;11;-57;2;-737;39;-1084;57;96;6;-386;15;-911;10;99;0;18;-187;-293;-26;73;-20;-129;2;174;-37;141;-16;181;184;654;-29;30;-6;492;-25;798;-36;-10;7;34;61;994;-12;-24;4;356;191;604;44;-61;25;102;8;506;1;-33;-11;-59;60;419;24;-87;12;337;-21;0;-18;0;-3;-663;-38;20;25;-46;8;584;33;-204;-14;39;-10;-195;-78;151;1;-102;4;-151;-129;-686;-24;3;-6;2;56;-314;4;57;1;-183;5;-227;10;5;6;21;-49;-226;-25;29;-8;-12;47;-28;right
2;-15;3;-106;14;-100;3;25;5;98;30;-12;6;0;4;-75;-87;4;-12;5;-7;64;50;14;9;-4;1;9;-28;-2;-5;7;-4;34;78;21;-4;-5;1;-32;-18;34;3;-5;3;-7;-34;-8;3;-8;-1;-39;-25;-26;4;5;2;54;15;-8;19;-180;1;270;-97;-342;10;-14;-14;-826;106;-913;64;71;17;144;-51;-906;0;52;0;-383;-176;-435;-13;115;-19;-88;72;55;-21;80;-13;-65;90;418;-10;83;-5;303;-81;576;-59;212;-22;-375;-174;1811;-31;-233;-17;2328;440;-99;36;-152;52;-970;44;607;right
22;124;3;-402;165;682;37;-114;18;767;-77;61;-7;-23;6;-601;-34;437;13;30;7;263;-104;22;0;-95;-6;410;-184;-226;-45;-93;-13;-883;-11;-663;9;39;-2;654;125;-267;-19;33;-3;-747;-150;-559;5;32;0;380;137;-206;-13;22;3;-277;-60;-44;-4;12;0;91;70;-108;11;8;12;-28;-20;55;-3;3;-4;-14;-57;2;-2;-2;-3;-2;3;12;-5;7;-2;52;40;35;-4;-4;-3;3;24;-3;2;2;2;-10;18;30;9;-9;6;-27;-56;-3;-1;-2;-2;6;2;-7;2;2;-2;-4;-12;7;right
20;-162;6;77;-83;-587;25;-17;-4;-283;65;-978;22;110;4;-540;-112;-536;-7;103;-10;25;3;-103;-6;60;-2;12;17;386;-38;55;-16;172;-8;593;-14;28;-4;412;99;688;-14;5;1;19;36;642;1;-12;2;383;130;651;11;-70;13;88;54;430;17;-58;8;23;-12;110;13;-9;0;-150;-39;-6;12;-47;9;442;-6;80;-20;25;-7;-438;-58;-30;13;-79;7;69;-35;-427;-24;66;-8;28;61;82;15;-71;10;-289;-174;-421;-18;31;-12;233;101;-81;-3;3;-1;-323;-52;-218;4;-4;4;106;34;-206;right
-3;35;0;-59;-18;-62;0;-5;2;-40;11;-57;-3;10;1;45;-7;-26;2;9;-3;-15;-15;39;-3;-9;-2;-10;11;-17;0;8;2;16;29;45;3;-11;3;-22;-17;-43;-1;7;-1;2;-32;21;-4;2;-6;23;24;-10;0;0;3;-25;17;39;0;-159;-3;566;-115;-321;41;-24;6;-840;134;-842;40;83;10;-182;-119;-668;-8;60;-7;-252;-152;-339;-23;59;-13;-59;-1;-17;-12;67;0;392;120;310;-23;56;-12;-95;131;468;-4;69;-1;371;26;950;-29;-45;2;376;-120;648;-7;-45;6;-155;107;677;right
35;-50;10;128;73;200;33;15;10;26;136;564;-13;-69;-4;265;-220;-224;-6;-33;-1;-61;20;223;-8;16;-3;-260;-60;-79;5;-81;1;293;4;-392;-12;22;-4;-194;87;-88;5;-45;3;-234;-147;-638;-12;32;-1;171;157;-177;1;26;4;-326;-86;-241;-1;18;4;80;21;-74;-11;10;-8;9;-20;-41;2;15;5;-50;7;11;0;3;-2;51;-10;26;-4;-9;-2;-25;3;-6;4;8;3;38;22;43;5;-9;3;-71;-36;-1;-7;6;-4;48;33;18;7;-4;1;-13;-40;17;-7;-2;-1;-3;6;-10;right
15;-162;-4;286;-67;-423;24;-19;-7;-534;126;-711;34;25;1;-431;0;-1015;29;76;14;-278;-113;-613;-9;155;-20;-636;13;194;-24;217;-15;753;83;774;-37;-15;-6;720;-215;1262;-53;-62;-17;220;125;800;4;-72;22;256;149;465;20;-49;18;-33;109;200;28;8;4;52;81;301;7;-53;8;221;-27;86;0;-16;4;-41;11;207;5;-4;-2;-101;-71;-82;4;-56;0;157;-87;-80;-9;39;-4;-91;37;18;-1;-82;3;-182;-138;-450;-6;23;-5;99;71;-74;-12;-16;1;-365;-75;-394;2;11;2;97;66;-227;right
1;32;4;-193;-69;-137;-2;5;-1;52;13;-113;-7;13;2;11;-13;-14;1;-4;-4;-12;6;-19;2;4;0;-1;-8;-52;1;12;3;12;22;43;1;-6;0;-34;-19;16;-7;5;-3;44;24;25;8;-10;4;-29;-32;5;-4;1;-2;12;8;4;8;-169;-5;364;-24;-304;49;-42;0;-612;16;-1082;23;73;3;-372;-13;-895;-10;94;-9;-357;-47;-161;18;133;4;209;-1;77;-25;79;-7;-202;-102;485;-45;33;-9;452;-94;818;-36;4;-9;252;171;583;-20;7;3;466;141;920;16;-85;18;211;129;377;right
32;-42;19;-554;-35;694;-10;12;-17;548;74;-66;16;-73;0;229;-1;-15;1;-4;-1;-58;69;116;8;-49;2;-47;-108;-214;-5;-46;4;-350;-35;-240;-10;54;-4;220;101;-111;16;-48;9;-298;-148;-435;-7;41;0;171;85;-100;-6;-13;-6;-239;-113;-251;1;12;6;16;35;-159;1;23;7;-122;-83;-35;-7;9;-8;71;-8;-24;0;1;0;-11;-25;1;1;-9;-1;0;11;-12;-4;6;-5;-16;9;-29;9;4;5;38;11;17;-7;-6;-2;-26;-28;-18;2;12;1;3;37;-11;3;-2;3;10;-31;41;right
-23;-159;-43;2351;-81;-336;12;-32;8;-166;166;357;-13;-14;-34;1467;-351;439;23;-74;-51;-345;-218;83;-13;5;-53;-167;53;-602;-17;-32;-79;-1272;700;-32;20;-9;19;-523;43;-648;-54;37;-67;287;105;619;30;-17;-15;-1191;126;-280;-15;-2;-17;-787;-527;256;-7;-26;22;-1872;442;-55;10;41;44;-1061;-5;472;3;-5;53;1748;-408;-323;-2;-26;6;9;116;420;-5;26;26;-321;-350;-64;8;13;28;-1210;229;242;25;29;62;1515;212;-247;-6;20;-2;-439;179;-15;12;2;10;-1006;-599;477;-4;45;25;-1498;-40;431;tilt_left
25;89;58;3300;348;-1012;-21;-10;-15;258;-146;33;10;34;17;535;-51;-91;-1;-9;-9;56;54;9;2;4;-1;-794;36;323;-5;11;-6;685;77;-421;13;16;13;114;-143;37;-8;3;-2;157;-10;-71;-2;3;2;141;36;-33;-2;-16;-12;-132;13;63;11;-153;-61;4670;291;-775;3;-53;-69;-183;-35;-124;-37;-21;-59;413;-135;-114;-9;-36;-70;-1113;104;186;-14;-2;-36;-2032;-237;266;-6;15;-25;-1059;22;206;-6;18;-6;-928;32;263;3;-6;1;-569;-114;182;-9;10;16;-175;17;38;11;-19;21;-693;-22;164;tilt_left
11;-8;21;-793;-62;-23;-5;5;53;-364;64;135;9;11;30;542;62;-38;7;8;42;-382;20;54;0;27;34;-216;32;69;21;44;58;532;60;-32;5;23;11;330;-58;-93;10;26;20;-403;91;115;1;53;15;362;-152;-58;-6;35;23;1327;57;-305;5;-13;-22;-79;-7;80;2;20;9;64;-125;-62;-4;16;0;-15;76;12;2;15;3;166;-31;-62;-2;10;-3;248;24;-9;1;9;7;386;38;-70;7;-13;-6;108;-7;-12;-11;0;-1;-163;28;46;7;9;2;73;-30;-66;-4;-5;1;62;11;22;tilt_left
-10;-152;-45;3204;45;-467;2;-45;-40;419;-56;-88;-8;-45;-45;-434;-13;57;-13;-17;-46;-406;18;21;0;-23;-43;-544;44;78;-20;11;-41;-70;19;-20;-1;4;-31;-387;-14;102;-1;-6;-32;-634;-59;73;-12;5;-7;-732;37;129;7;1;-6;-1404;-53;182;-9;9;20;-381;-68;112;10;-11;25;-218;47;81;7;-3;18;-246;-23;-59;-3;-8;35;-453;49;78;9;-2;27;-436;43;87;-4;27;43;-46;-56;-7;7;22;48;276;142;96;17;23;28;111;-107;-62;-4;24;29;224;81;45;17;20;13;126;-23;-50;tilt_left
4;31;22;125;-58;-57;-5;37;17;286;60;-16;8;21;6;395;-44;-75;0;15;0;206;26;-45;3;7;-2;74;-60;-8;0;19;0;-93;-19;-2;-7;20;9;441;4;-69;6;6;-2;567;24;-123;4;-7;-1;-29;5;25;-3;-1;-1;-86;-22;5;-18;-149;-51;3163;56;-514;3;-41;-45;482;-45;-86;-15;-34;-47;80;90;-7;-2;-23;-61;-299;38;13;-14;-9;-43;-558;-22;77;-9;6;-40;-392;-5;111;-3;9;-35;-790;-28;140;-3;-25;-23;-1257;-27;183;-5;19;4;-1319;-56;199;2;4;17;-670;-98;130;tilt_left
9;-13;29;-1017;13;165;8;0;44;-1045;-1;81;8;16;63;-446;81;161;11;24;60;-132;43;59;8;50;55;325;0;-4;7;54;32;171;5;-51;15;64;40;830;25;-171;0;57;15;1218;-39;-151;6;18;-6;816;20;-181;-7;5;2;995;-53;-187;6;-13;-9;131;-3;-36;-8;-8;-3;-230;33;63;3;8;2;-10;-17;-21;-3;-5;-1;183;20;-1;6;-1;4;-129;-25;6;-5;-1;-3;51;10;-7;-3;-6;-3;-131;7;34;8;13;5;158;-3;-49;-5;-12;-3;-101;6;24;7;5;4;25;-11;10;tilt_left
-18;-146;-66;4458;139;-676;-11;-68;-62;100;-31;-95;-4;-30;-47;-381;8;8;-15;-34;-66;-501;20;52;-12;24;-50;-713;11;204;-9;-26;-32;-1415;-46;215;-1;17;-18;-1299;-29;214;-1;12;2;-1013;-54;187;-2;-4;11;-659;-61;154;11;-7;21;-788;-54;118;7;-3;35;-1101;20;78;2;3;60;-735;33;218;17;19;58;-339;26;112;9;49;64;395;-19;-20;15;51;38;410;43;-82;-2;50;38;947;13;-174;5;45;13;794;-34;-125;2;21;-3;472;55;-147;9;25;3;361;-40;-91;-6;14;1;380;28;-32;tilt_left
1;-1;-2;296;-15;-68;-2;5;2;300;2;-62;4;-5;-6;150;-26;-20;-6;2;2;-205;-8;39;3;1;1;37;53;-11;2;-1;0;63;-54;0;-4;2;1;-48;40;4;1;-5;-4;-35;-27;-1;3;3;4;10;-3;14;-1;-1;-2;20;14;-29;-13;-160;-59;4579;7;-689;-3;-65;-50;-929;56;108;-2;-38;-40;-413;-32;22;-15;-12;-43;-432;27;61;-14;5;-42;5;79;42;-4;-16;-45;-545;-79;106;-7;-4;-26;-1330;12;175;-2;11;-1;-1746;-101;226;-2;-1;10;-1167;-50;250;9;-6;35;-1226;-89;140;tilt_left
9;20;57;-1091;5;131;7;20;74;634;37;-56;7;34;53;719;62;-55;2;28;18;236;82;14;5;39;30;521;-45;-96;7;29;11;402;83;-91;0;31;13;289;10;-59;8;28;6;-38;-62;32;-3;26;6;369;-8;-52;6;24;1;473;14;-85;-7;2;-5;455;-2;-96;-1;1;3;260;9;-45;2;-8;-6;113;-30;6;3;2;1;-123;18;-6;0;1;0;-78;19;19;-2;7;6;175;-43;39;-1;-17;-8;428;100;-161;9;1;8;-632;-38;165;-3;7;6;202;-6;-102;2;-7;-12;48;-66;28;tilt_left
-11;-158;-52;3190;-83;-511;-14;-40;-39;228;111;-4;0;-33;-63;228;181;-72;-19;-26;-47;-861;-104;87;-6;-7;-42;-618;40;63;-8;1;-27;-357;-57;-6;-11;-6;-26;-546;-8;174;0;11;-22;-764;27;176;-6;2;-6;-1341;-84;175;6;-9;13;-1135;-37;215;9;6;35;-330;-79;52;-1;-7;33;-544;23;108;13;7;40;-283;58;57;5;12;45;-187;31;48;-2;33;51;242;36;39;16;36;40;410;81;-34;13;28;17;9;13;-25;3;32;21;180;-3;-7;12;43;21;217;-188;-151;-8;33;7;365;72;-27;tilt_left
5;30;5;434;-73;-55;-5;18;2;613;80;-100;1;14;0;595;-3;-146;-2;-8;-7;415;13;-77;5;-17;-2;-152;36;37;3;6;5;-172;-44;16;-4;-2;-2;-25;55;36;4;6;1;107;-87;-53;-4;-10;-3;-2;45;20;1;-2;-2;-109;-41;15;-6;-146;-55;3672;174;-706;-15;-52;-39;79;-184;-40;-5;-30;-48;84;101;80;-9;-22;-58;-216;-63;9;-17;-1;-38;-669;85;134;-6;0;-54;-689;23;138;-9;9;-31;-1195;-39;39;0;-4;-10;-776;-95;280;3;-3;-5;-1262;-15;145;-3;9;17;-613;-85;75;tilt_left
3;-11;35;-465;24;147;14;-8;28;-682;-18;94;-4;4;50;-527;-46;120;13;22;40;-519;117;196;14;28;62;6;26;16;2;50;47;470;82;-36;16;47;36;509;-2;-171;0;46;22;556;48;-55;10;30;12;894;-74;-203;-1;20;0;574;-18;-114;-2;1;-6;540;-23;-119;3;5;0;147;29;-38;-2;-1;0;173;-17;-13;5;-4;-3;-61;-41;11;-6;6;5;-95;80;23;1;-3;-6;19;-53;-4;-2;5;4;72;-7;4;4;-1;-2;-62;26;-18;-3;2;0;73;3;-1;-1;-2;0;71;-29;-14;tilt_left
-14;-150;-62;4032;-73;-800;-14;-52;-63;396;136;31;0;-46;-64;-535;-148;77;-22;-5;-41;-690;106;93;4;2;-41;-658;23;190;-10;10;-52;-727;27;21;-13;-8;-15;-1590;-40;261;-3;21;5;-1549;-63;277;8;-5;15;-565;-99;150;7;-13;32;-563;31;74;11;-9;40;-244;-6;18;-3;6;46;-186;26;20;13;10;42;-155;115;120;5;30;42;297;-38;-50;5;23;34;89;45;25;10;33;32;412;-46;-67;0;36;25;394;58;-76;10;24;11;357;52;-21;-2;14;5;446;-111;-129;2;13;1;-115;88;-33;tilt_left
7;17;4;-231;-39;98;-7;33;4;271;11;-43;8;18;7;434;72;-73;0;5;4;686;-75;-166;1;-12;-9;188;-17;-58;2;-5;-4;-162;-25;54;-4;1;4;-193;9;47;1;4;-3;103;-9;-21;1;-2;5;128;12;-24;3;-5;-4;-33;1;-16;-22;-147;-79;4970;55;-851;-9;-63;-77;-695;-25;-12;-9;-31;-25;-1314;-106;261;-18;4;-50;-240;39;-7;-3;-1;-47;-282;66;104;-15;8;-39;-971;34;148;-7;-7;-12;-1736;-39;380;-1;20;9;-1492;-116;344;13;-14;26;-1131;-23;156;11;-2;47;-1066;-24;98;tilt_left
12;-10;29;-863;132;157;10;47;106;54;63;182;6;62;52;813;-97;-204;11;57;53;1099;108;-240;-3;34;-1;577;80;-48;14;34;22;1026;-97;-195;-2;15;-8;494;-64;-134;-1;4;0;-3;45;7;10;14;0;212;-100;-56;-11;10;4;370;78;-60;6;-5;-6;218;-10;-38;-1;-5;0;-104;17;9;-4;-1;-2;-64;2;27;0;3;-1;15;-58;-1;5;1;4;99;74;-9;6;-11;-4;2;-34;-4;-3;0;-1;-117;3;23;-8;4;3;-15;0;3;7;1;0;110;-14;-19;0;-3;-1;-38;-17;7;tilt_left
-18;-156;-63;4120;-62;-886;-20;-52;-64;411;56;-13;7;-28;-66;-157;-26;25;-24;-26;-56;-701;-13;-29;-21;21;-45;-463;69;287;-7;-1;-67;-1130;-114;335;-5;11;2;-1757;44;304;2;8;-3;-1459;60;242;7;0;16;-675;-117;156;10;-17;25;-574;-3;-43;18;-15;37;-637;-5;30;-6;1;54;113;165;36;13;5;41;52;39;63;6;20;49;-182;48;39;9;37;40;285;8;-18;16;14;20;109;-23;66;4;34;38;453;-101;-157;-4;36;32;191;21;-91;9;25;1;67;116;-12;1;31;6;490;-192;-99;tilt_left
2;21;2;371;69;-69;4;16;11;382;-36;-72;0;15;-5;316;66;5;-2;-2;-4;170;-51;-66;0;6;1;12;50;8;-2;1;1;136;1;-26;6;-5;1;126;-50;-28;1;-2;-4;-90;6;-5;2;-3;-1;-99;11;74;-9;6;-2;-35;-72;-31;-6;-151;-53;3075;54;-567;-12;-35;-30;493;12;-73;0;-40;-50;-523;10;0;-5;-12;-35;-135;8;62;-21;-4;-38;-237;-33;-1;-8;-15;-53;-576;60;152;-9;6;-16;-761;-47;93;2;-3;-13;-467;20;159;-3;-2;-13;-683;8;72;-4;5;1;-814;-16;236;tilt_left
10;-1;11;-541;-87;45;5;-5;26;-416;-1;74;4;1;30;-540;-22;51;0;4;38;-24;63;29;9;12;32;97;24;34;2;10;38;-110;54;90;5;16;24;253;-37;-81;15;25;25;-171;79;87;4;36;19;-62;-150;-88;1;31;39;284;106;-74;6;21;7;335;7;-53;5;26;11;424;-79;-79;-8;21;1;373;12;-58;10;12;0;6;41;0;-2;16;4;279;-73;-76;-7;7;-4;245;102;-4;7;4;4;144;16;-11;5;-1;1;161;-79;-51;0;-1;-5;-58;24;37;-5;5;0;31;-4;-6;tilt_left
-19;-147;-53;2045;-32;-332;-4;-25;-23;94;-6;-40;10;-29;-22;210;-144;-136;-15;-20;-29;-387;128;45;-13;-8;-28;236;-86;10;-8;-8;-41;199;20;30;2;-18;-35;-217;69;52;-14;10;-33;-552;14;85;-1;15;-19;-471;-9;95;-4;-11;-18;-852;86;175;-2;2;1;-1167;-10;205;6;1;22;-752;-67;154;2;-3;30;-489;-61;-56;14;-1;35;-210;144;-38;2;-1;34;-476;38;195;6;22;47;-176;30;49;4;31;44;-51;-7;-70;15;40;26;214;-16;40;3;31;33;307;-22;-124;6;43;25;669;-11;-139;tilt_left
7;31;4;197;44;61;-6;23;6;837;-94;-159;11;11;2;375;28;-68;-6;-2;-8;236;-51;4;4;10;1;62;10;-28;-5;1;1;122;1;-35;-1;1;-3;75;-18;3;-2;-1;3;-85;33;8;9;1;5;-51;-14;-14;-2;3;-4;104;-14;13;-17;-158;-55;3864;-345;-605;-10;-40;-52;-294;-2;148;-10;-29;-24;-655;253;108;-16;-11;-46;145;30;81;-3;10;-59;106;53;-107;1;-5;-58;-540;35;-47;-12;12;-44;-575;5;28;-6;-16;-20;-1440;56;317;-5;15;7;-1910;1;303;17;1;17;-1056;-139;285;tilt_left
